!! Predictions spanning range 2305 - 42363 [R1]
# EVM prediction: Mode:STANDARD S-ratio: 314.02 2305-3174 orient(-) score(261070.00) noncoding_equivalent(831.37) raw_noncoding(831.37) offset(0.00) 
3174	2305	single-	4	6	{GeneMark_model.9127_t;GeneMark},{Augustus_model.g7757.t1;Augustus},{GlimmerHMM_glimmerT_9229-T1;GlimmerHMM}
9284	9258	initial-	4	6	{GeneMark_model.9130_t;GeneMark},{snap_scaffold_254-snap.4-T1;snap}

# EVM prediction: Mode:STANDARD S-ratio: 11.38 11206-12492 orient(+) score(356387.00) noncoding_equivalent(31323.23) raw_noncoding(31323.23) offset(0.00) 
11206	12492	single+	1	3	{Augustus_model.g7760.t1;Augustus},{GeneMark_model.9131_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 10000.00 15357-16577 orient(+) score(366621.00) noncoding_equivalent(36.66) raw_noncoding(0.00) offset(0.00) 
15357	16577	single+	1	3	{GlimmerHMM_glimmerT_9234-T1;GlimmerHMM},{GeneMark_model.9132_t;GeneMark},{Augustus_model.g7761.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 78.33 17400-18506 orient(+) score(329007.00) noncoding_equivalent(4200.00) raw_noncoding(4200.00) offset(0.00) 
17400	18506	single+	1	3	{GeneMark_model.9133_t;GeneMark},{Augustus_model.g7762.t1;Augustus},{GlimmerHMM_glimmerT_9235-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 13.66 18732-20302 orient(-) score(472871.00) noncoding_equivalent(34615.00) raw_noncoding(35819.00) offset(1204.00) 
19831	18732	terminal-	5	6	{snap_scaffold_254-snap.8-T1;snap},{GlimmerHMM_glimmerT_9236-T1;GlimmerHMM},{Augustus_model.g7763.t1;Augustus},{GeneMark_model.9134_t;GeneMark}
19890	19832	INTRON			{snap_scaffold_254-snap.8-T1;snap},{GlimmerHMM_glimmerT_9236-T1;GlimmerHMM},{Augustus_model.g7763.t1;Augustus},{GeneMark_model.9134_t;GeneMark}
20198	19891	internal-	6	4	{snap_scaffold_254-snap.8-T1;snap},{GlimmerHMM_glimmerT_9236-T1;GlimmerHMM},{Augustus_model.g7763.t1;Augustus},{GeneMark_model.9134_t;GeneMark}
20258	20199	INTRON			{snap_scaffold_254-snap.8-T1;snap},{GlimmerHMM_glimmerT_9236-T1;GlimmerHMM},{Augustus_model.g7763.t1;Augustus},{GeneMark_model.9134_t;GeneMark}
20302	20259	initial-	4	5	{snap_scaffold_254-snap.8-T1;snap},{GlimmerHMM_glimmerT_9236-T1;GlimmerHMM},{Augustus_model.g7763.t1;Augustus},{GeneMark_model.9134_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 8.11 20884-21467 orient(-) score(175784.00) noncoding_equivalent(21672.00) raw_noncoding(22274.00) offset(602.00) 
21146	20884	terminal-	5	6	{GeneMark_model.9135_t;GeneMark},{snap_scaffold_254-snap.9-T1;snap},{GlimmerHMM_glimmerT_9237-T1;GlimmerHMM},{Augustus_model.g7764.t1;Augustus}
21220	21147	INTRON			{GeneMark_model.9135_t;GeneMark},{snap_scaffold_254-snap.9-T1;snap},{GlimmerHMM_glimmerT_9237-T1;GlimmerHMM},{Augustus_model.g7764.t1;Augustus}
21467	21221	initial-	4	4	{GeneMark_model.9135_t;GeneMark},{snap_scaffold_254-snap.9-T1;snap},{GlimmerHMM_glimmerT_9237-T1;GlimmerHMM},{Augustus_model.g7764.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 91.87 22589-27075 orient(+) score(1349444.00) noncoding_equivalent(14688.00) raw_noncoding(15290.00) offset(602.00) 
22589	22749	initial+	1	2	{snap_scaffold_254-snap.10-T1;snap},{GeneMark_model.9136_t;GeneMark},{GlimmerHMM_glimmerT_9238-T1;GlimmerHMM},{Augustus_model.g7765.t1;Augustus}
22750	22796	INTRON			{snap_scaffold_254-snap.10-T1;snap},{GeneMark_model.9136_t;GeneMark},{GlimmerHMM_glimmerT_9238-T1;GlimmerHMM},{Augustus_model.g7765.t1;Augustus}
22797	27075	terminal+	3	3	{snap_scaffold_254-snap.10-T1;snap},{GeneMark_model.9136_t;GeneMark},{GlimmerHMM_glimmerT_9238-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 16.86 27464-28559 orient(+) score(329896.00) noncoding_equivalent(19565.00) raw_noncoding(20167.00) offset(602.00) 
27464	27731	initial+	1	1	{Augustus_model.g7766.t1;Augustus},{GlimmerHMM_glimmerT_9239-T1;GlimmerHMM},{GeneMark_model.9137_t;GeneMark},{snap_scaffold_254-snap.11-T1;snap}
27732	27798	INTRON			{Augustus_model.g7766.t1;Augustus},{GlimmerHMM_glimmerT_9239-T1;GlimmerHMM},{GeneMark_model.9137_t;GeneMark},{snap_scaffold_254-snap.11-T1;snap}
27799	28559	terminal+	2	3	{Augustus_model.g7766.t1;Augustus},{GlimmerHMM_glimmerT_9239-T1;GlimmerHMM},{GeneMark_model.9137_t;GeneMark},{snap_scaffold_254-snap.11-T1;snap}

# EVM prediction: Mode:STANDARD S-ratio: 2.98 29478-30163 orient(+) score(206486.00) noncoding_equivalent(69230.00) raw_noncoding(71036.00) offset(1806.00) 
29478	29530	initial+	1	2	{snap_scaffold_254-snap.12-T1;snap},{GlimmerHMM_glimmerT_9240-T1;GlimmerHMM},{Augustus_model.g7767.t1;Augustus},{GeneMark_model.9138_t;GeneMark}
29531	29616	INTRON			{snap_scaffold_254-snap.12-T1;snap},{GlimmerHMM_glimmerT_9240-T1;GlimmerHMM},{Augustus_model.g7767.t1;Augustus},{GeneMark_model.9138_t;GeneMark}
29617	29705	internal+	3	1	{snap_scaffold_254-snap.12-T1;snap},{GlimmerHMM_glimmerT_9240-T1;GlimmerHMM},{Augustus_model.g7767.t1;Augustus},{GeneMark_model.9138_t;GeneMark}
29706	29782	INTRON			{snap_scaffold_254-snap.12-T1;snap},{GlimmerHMM_glimmerT_9240-T1;GlimmerHMM},{Augustus_model.g7767.t1;Augustus},{GeneMark_model.9138_t;GeneMark}
29783	29914	internal+	2	1	{snap_scaffold_254-snap.12-T1;snap},{GlimmerHMM_glimmerT_9240-T1;GlimmerHMM},{Augustus_model.g7767.t1;Augustus},{GeneMark_model.9138_t;GeneMark}
29915	29987	INTRON			{snap_scaffold_254-snap.12-T1;snap},{GlimmerHMM_glimmerT_9240-T1;GlimmerHMM},{Augustus_model.g7767.t1;Augustus},{GeneMark_model.9138_t;GeneMark}
29988	30163	terminal+	2	3	{snap_scaffold_254-snap.12-T1;snap},{GlimmerHMM_glimmerT_9240-T1;GlimmerHMM},{Augustus_model.g7767.t1;Augustus},{GeneMark_model.9138_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 2.59 30531-31384 orient(-) score(248354.00) noncoding_equivalent(95863.87) raw_noncoding(103034.96) offset(7171.09) 
30560	30531	terminal-	4	6	{Augustus_model.g7768.t1;Augustus},{snap_scaffold_254-snap.13-T1;snap},{GeneMark_model.9139_t;GeneMark}
30617	30561	INTRON			{Augustus_model.g7768.t1;Augustus},{snap_scaffold_254-snap.13-T1;snap},{GeneMark_model.9139_t;GeneMark}
30704	30618	internal-	4	6	{Augustus_model.g7768.t1;Augustus},{snap_scaffold_254-snap.13-T1;snap},{GeneMark_model.9139_t;GeneMark},{GlimmerHMM_glimmerT_9241-T1;GlimmerHMM}
30763	30705	INTRON			{Augustus_model.g7768.t1;Augustus},{snap_scaffold_254-snap.13-T1;snap},{GeneMark_model.9139_t;GeneMark},{GlimmerHMM_glimmerT_9241-T1;GlimmerHMM}
31159	30764	internal-	4	6	{Augustus_model.g7768.t1;Augustus},{snap_scaffold_254-snap.13-T1;snap},{GeneMark_model.9139_t;GeneMark},{GlimmerHMM_glimmerT_9241-T1;GlimmerHMM}
31375	31160	INTRON			{Augustus_model.g7768.t1;Augustus},{snap_scaffold_254-snap.13-T1;snap},{GeneMark_model.9139_t;GeneMark},{GlimmerHMM_glimmerT_9241-T1;GlimmerHMM}
31384	31376	initial-	4	6	{Augustus_model.g7768.t1;Augustus},{snap_scaffold_254-snap.13-T1;snap},{GeneMark_model.9139_t;GeneMark},{GlimmerHMM_glimmerT_9241-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 6.09 31897-32676 orient(-) score(227205.00) noncoding_equivalent(37298.01) raw_noncoding(42762.00) offset(5463.99) 
32251	31897	terminal-	6	6	{GlimmerHMM_glimmerT_9242-T1;GlimmerHMM},{snap_scaffold_254-snap.14-T1;snap}
32296	32252	INTRON			{GlimmerHMM_glimmerT_9242-T1;GlimmerHMM},{snap_scaffold_254-snap.14-T1;snap}
32355	32297	internal-	4	5	{Augustus_model.g7769.t1;Augustus},{GlimmerHMM_glimmerT_9242-T1;GlimmerHMM},{snap_scaffold_254-snap.14-T1;snap},{GeneMark_model.9140_t;GeneMark}
32442	32356	INTRON			{Augustus_model.g7769.t1;Augustus},{GlimmerHMM_glimmerT_9242-T1;GlimmerHMM},{snap_scaffold_254-snap.14-T1;snap},{GeneMark_model.9140_t;GeneMark}
32676	32443	initial-	4	6	{Augustus_model.g7769.t1;Augustus},{GlimmerHMM_glimmerT_9242-T1;GlimmerHMM},{snap_scaffold_254-snap.14-T1;snap},{GeneMark_model.9140_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 5.17 33414-33966 orient(-) score(166453.00) noncoding_equivalent(32207.00) raw_noncoding(32809.00) offset(602.00) 
33728	33414	terminal-	4	6	{snap_scaffold_254-snap.15-T1;snap},{Augustus_model.g7770.t1;Augustus},{GlimmerHMM_glimmerT_9243-T1;GlimmerHMM},{GeneMark_model.9141_t;GeneMark}
33837	33729	INTRON			{snap_scaffold_254-snap.15-T1;snap},{Augustus_model.g7770.t1;Augustus},{GlimmerHMM_glimmerT_9243-T1;GlimmerHMM},{GeneMark_model.9141_t;GeneMark}
33966	33838	initial-	4	6	{snap_scaffold_254-snap.15-T1;snap},{Augustus_model.g7770.t1;Augustus},{GlimmerHMM_glimmerT_9243-T1;GlimmerHMM},{GeneMark_model.9141_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 3.93 35592-36168 orient(+) score(173677.00) noncoding_equivalent(44247.00) raw_noncoding(45451.00) offset(1204.00) 
35592	35603	initial+	1	3	{GlimmerHMM_glimmerT_9244-T1;GlimmerHMM},{Augustus_model.g7771.t1;Augustus},{snap_scaffold_254-snap.16-T1;snap},{GeneMark_model.9142_t;GeneMark}
35604	35687	INTRON			{GlimmerHMM_glimmerT_9244-T1;GlimmerHMM},{Augustus_model.g7771.t1;Augustus},{snap_scaffold_254-snap.16-T1;snap},{GeneMark_model.9142_t;GeneMark}
35688	36014	internal+	1	3	{GlimmerHMM_glimmerT_9244-T1;GlimmerHMM},{Augustus_model.g7771.t1;Augustus},{snap_scaffold_254-snap.16-T1;snap},{GeneMark_model.9142_t;GeneMark}
36015	36081	INTRON			{GlimmerHMM_glimmerT_9244-T1;GlimmerHMM},{Augustus_model.g7771.t1;Augustus},{snap_scaffold_254-snap.16-T1;snap},{GeneMark_model.9142_t;GeneMark}
36082	36168	terminal+	1	3	{GlimmerHMM_glimmerT_9244-T1;GlimmerHMM},{Augustus_model.g7771.t1;Augustus},{snap_scaffold_254-snap.16-T1;snap},{GeneMark_model.9142_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 19.64 36677-38067 orient(+) score(403521.00) noncoding_equivalent(20550.53) raw_noncoding(26426.00) offset(5875.47) 
36677	37478	initial+	1	1	{GlimmerHMM_glimmerT_9245-T1;GlimmerHMM},{GeneMark_model.9143_t;GeneMark},{snap_scaffold_254-snap.17-T1;snap}
37479	37534	INTRON			{GlimmerHMM_glimmerT_9245-T1;GlimmerHMM},{Augustus_model.g7772.t1;Augustus},{GeneMark_model.9143_t;GeneMark}
37535	38067	terminal+	2	3	{GlimmerHMM_glimmerT_9245-T1;GlimmerHMM},{Augustus_model.g7772.t1;Augustus},{GeneMark_model.9143_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 27.98 38644-40154 orient(+) score(454811.00) noncoding_equivalent(16254.00) raw_noncoding(16856.00) offset(602.00) 
38644	38753	initial+	1	2	{GlimmerHMM_glimmerT_9246-T1;GlimmerHMM},{snap_scaffold_254-snap.18-T1;snap},{GeneMark_model.9144_t;GeneMark},{Augustus_model.g7773.t1;Augustus}
38754	38809	INTRON			{GlimmerHMM_glimmerT_9246-T1;GlimmerHMM},{snap_scaffold_254-snap.18-T1;snap},{GeneMark_model.9144_t;GeneMark},{Augustus_model.g7773.t1;Augustus}
38810	40154	terminal+	3	3	{GlimmerHMM_glimmerT_9246-T1;GlimmerHMM},{snap_scaffold_254-snap.18-T1;snap},{GeneMark_model.9144_t;GeneMark},{Augustus_model.g7773.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 2.20 40509-41107 orient(-) score(156021.00) noncoding_equivalent(71040.00) raw_noncoding(76214.00) offset(5174.00) 
40594	40509	terminal-	5	6	{snap_scaffold_254-snap.19-T1;snap},{GlimmerHMM_glimmerT_9247-T1;GlimmerHMM},{GeneMark_model.9145_t;GeneMark}
40672	40595	INTRON			{snap_scaffold_254-snap.19-T1;snap},{GlimmerHMM_glimmerT_9247-T1;GlimmerHMM},{GeneMark_model.9145_t;GeneMark}
40779	40673	internal-	6	4	{GlimmerHMM_glimmerT_9247-T1;GlimmerHMM},{GeneMark_model.9145_t;GeneMark},{Augustus_model.g7774.t1;Augustus}
41021	40780	INTRON			{GlimmerHMM_glimmerT_9247-T1;GlimmerHMM},{GeneMark_model.9145_t;GeneMark},{Augustus_model.g7774.t1;Augustus}
41107	41022	initial-	4	5	{snap_scaffold_254-snap.19-T1;snap},{GlimmerHMM_glimmerT_9247-T1;GlimmerHMM},{GeneMark_model.9145_t;GeneMark},{Augustus_model.g7774.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 5.54 41851-42363 orient(+) score(154009.00) noncoding_equivalent(27795.00) raw_noncoding(28397.00) offset(602.00) 
41851	42129	initial+	1	3	{snap_scaffold_254-snap.20-T1;snap},{GeneMark_model.9146_t;GeneMark},{GlimmerHMM_glimmerT_9248-T1;GlimmerHMM},{Augustus_model.g7775.t1;Augustus}
42130	42222	INTRON			{snap_scaffold_254-snap.20-T1;snap},{GeneMark_model.9146_t;GeneMark},{GlimmerHMM_glimmerT_9248-T1;GlimmerHMM},{Augustus_model.g7775.t1;Augustus}
42223	42363	internal+	1	3	{GeneMark_model.9146_t;GeneMark},{GlimmerHMM_glimmerT_9248-T1;GlimmerHMM}

