!! Predictions spanning range 3669 - 66433 [R1]
# EVM prediction: Mode:STANDARD S-ratio: 50.50 3669-5567 orient(+) score(560499.00) noncoding_equivalent(11100.00) raw_noncoding(11100.00) offset(0.00) 
3669	5567	single+	1	3	{GlimmerHMM_glimmerT_7643-T1;GlimmerHMM},{GeneMark_model.7558_t;GeneMark},{Augustus_model.g6456.t1;Augustus}
33810	33713	INTRON			{snap_scaffold_169-snap.12-T1;snap},{Augustus_model.g6467.t1;Augustus},{GeneMark_model.7570_t;GeneMark},{GlimmerHMM_glimmerT_7654-T1;GlimmerHMM}
34011	33811	initial-	4	6	{snap_scaffold_169-snap.12-T1;snap},{Augustus_model.g6467.t1;Augustus},{GeneMark_model.7570_t;GeneMark},{GlimmerHMM_glimmerT_7654-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 3.97 34340-35150 orient(+) score(235526.00) noncoding_equivalent(59375.90) raw_noncoding(68032.00) offset(8656.10) 
34340	34349	initial+	1	1	{Augustus_model.g6468.t1;Augustus},{GlimmerHMM_glimmerT_7655-T1;GlimmerHMM},{GeneMark_model.7571_t;GeneMark},{snap_scaffold_169-snap.13-T1;snap}
34350	34496	INTRON			{Augustus_model.g6468.t1;Augustus},{GlimmerHMM_glimmerT_7655-T1;GlimmerHMM},{GeneMark_model.7571_t;GeneMark},{snap_scaffold_169-snap.13-T1;snap}
34497	34804	internal+	2	3	{Augustus_model.g6468.t1;Augustus},{GlimmerHMM_glimmerT_7655-T1;GlimmerHMM},{GeneMark_model.7571_t;GeneMark},{snap_scaffold_169-snap.13-T1;snap}
34805	34880	INTRON			{GlimmerHMM_glimmerT_7655-T1;GlimmerHMM},{snap_scaffold_169-snap.13-T1;snap}
34881	35150	terminal+	1	3	{GlimmerHMM_glimmerT_7655-T1;GlimmerHMM},{snap_scaffold_169-snap.13-T1;snap}

# EVM prediction: Mode:STANDARD S-ratio: 15.03 35883-38196 orient(+) score(696514.00) noncoding_equivalent(46354.00) raw_noncoding(48160.00) offset(1806.00) 
35883	36419	initial+	1	3	{Augustus_model.g6469.t1;Augustus},{snap_scaffold_169-snap.14-T1;snap},{GeneMark_model.7572_t;GeneMark},{GlimmerHMM_glimmerT_7656-T1;GlimmerHMM}
36420	36474	INTRON			{Augustus_model.g6469.t1;Augustus},{snap_scaffold_169-snap.14-T1;snap},{GeneMark_model.7572_t;GeneMark},{GlimmerHMM_glimmerT_7656-T1;GlimmerHMM}
36475	36690	internal+	1	3	{Augustus_model.g6469.t1;Augustus},{snap_scaffold_169-snap.14-T1;snap},{GeneMark_model.7572_t;GeneMark},{GlimmerHMM_glimmerT_7656-T1;GlimmerHMM}
36691	36742	INTRON			{Augustus_model.g6469.t1;Augustus},{snap_scaffold_169-snap.14-T1;snap},{GeneMark_model.7572_t;GeneMark},{GlimmerHMM_glimmerT_7656-T1;GlimmerHMM}
36743	37419	internal+	1	2	{Augustus_model.g6469.t1;Augustus},{snap_scaffold_169-snap.14-T1;snap},{GeneMark_model.7572_t;GeneMark},{GlimmerHMM_glimmerT_7656-T1;GlimmerHMM}
37420	37472	INTRON			{Augustus_model.g6469.t1;Augustus},{snap_scaffold_169-snap.14-T1;snap},{GeneMark_model.7572_t;GeneMark},{GlimmerHMM_glimmerT_7656-T1;GlimmerHMM}
37473	38196	terminal+	3	3	{Augustus_model.g6469.t1;Augustus},{snap_scaffold_169-snap.14-T1;snap},{GeneMark_model.7572_t;GeneMark},{GlimmerHMM_glimmerT_7656-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 29.95 38606-39052 orient(-) score(130200.00) noncoding_equivalent(4347.00) raw_noncoding(4347.00) offset(0.00) 
39052	38606	single-	4	6	{GlimmerHMM_glimmerT_7657-T1;GlimmerHMM},{GeneMark_model.7573_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 38.57 42961-43683 orient(-) score(212123.00) noncoding_equivalent(5500.00) raw_noncoding(5500.00) offset(0.00) 
43683	42961	single-	4	6	{GeneMark_model.7574_t;GeneMark},{Augustus_model.g6470.t1;Augustus},{GlimmerHMM_glimmerT_7659-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 17.33 47105-47652 orient(-) score(158484.00) noncoding_equivalent(9143.54) raw_noncoding(12276.83) offset(3133.28) 
47139	47105	terminal-	5	6	{snap_scaffold_169-snap.17-T1;snap},{GlimmerHMM_glimmerT_7661-T1;GlimmerHMM}
47168	47140	INTRON			{snap_scaffold_169-snap.17-T1;snap},{GlimmerHMM_glimmerT_7661-T1;GlimmerHMM}
47652	47169	initial-	4	4	{Augustus_model.g6471.t1;Augustus},{snap_scaffold_169-snap.17-T1;snap},{GeneMark_model.7575_t;GeneMark},{GlimmerHMM_glimmerT_7661-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 2.13 49215-53091 orient(+) score(778011.00) noncoding_equivalent(364433.58) raw_noncoding(483095.64) offset(118662.06) 
49215	49704	initial+	1	1	{GlimmerHMM_glimmerT_7662-T1;GlimmerHMM}
49705	49755	INTRON			{GeneMark_model.7576_t;GeneMark},{GlimmerHMM_glimmerT_7662-T1;GlimmerHMM}
49756	50218	internal+	2	2	{GlimmerHMM_glimmerT_7662-T1;GlimmerHMM}
50219	50422	INTRON			{GlimmerHMM_glimmerT_7662-T1;GlimmerHMM}
50423	50661	internal+	3	1	{GlimmerHMM_glimmerT_7662-T1;GlimmerHMM}
50662	50751	INTRON			{GeneMark_model.7576_t;GeneMark},{GlimmerHMM_glimmerT_7662-T1;GlimmerHMM}
50752	51111	internal+	2	1	{GeneMark_model.7576_t;GeneMark},{Augustus_model.g6472.t1;Augustus},{GlimmerHMM_glimmerT_7662-T1;GlimmerHMM}
51112	51171	INTRON			{snap_scaffold_169-snap.18-T1;snap},{GeneMark_model.7576_t;GeneMark},{Augustus_model.g6472.t1;Augustus}
51172	51298	internal+	2	2	{GeneMark_model.7576_t;GeneMark},{Augustus_model.g6472.t1;Augustus}
51299	51583	INTRON			{GeneMark_model.7576_t;GeneMark}
51584	52267	internal+	3	2	{GeneMark_model.7576_t;GeneMark}
52268	52314	INTRON			{GeneMark_model.7576_t;GeneMark}
52315	52392	internal+	3	2	{GeneMark_model.7576_t;GeneMark}
52393	52443	INTRON			{GeneMark_model.7576_t;GeneMark}
52444	52824	internal+	3	2	{GeneMark_model.7576_t;GeneMark}
52825	52877	INTRON			{snap_scaffold_169-snap.19-T1;snap},{GeneMark_model.7576_t;GeneMark},{Augustus_model.g6472.t1;Augustus},{GlimmerHMM_glimmerT_7662-T1;GlimmerHMM}
52878	53091	terminal+	3	3	{snap_scaffold_169-snap.19-T1;snap},{GeneMark_model.7576_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 1.34 53672-54229 orient(-) score(99100.00) noncoding_equivalent(74076.62) raw_noncoding(79728.62) offset(5652.00) 
54056	53672	terminal-	6	6	{GeneMark_model.7577_t;GeneMark}
54110	54057	INTRON			{GlimmerHMM_glimmerT_7663-T1;GlimmerHMM},{GeneMark_model.7577_t;GeneMark}
54229	54111	initial-	4	5	{GlimmerHMM_glimmerT_7663-T1;GlimmerHMM},{GeneMark_model.7577_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 6.01 58296-59727 orient(+) score(430944.00) noncoding_equivalent(71724.51) raw_noncoding(73530.51) offset(1806.00) 
58296	58583	initial+	1	3	{snap_scaffold_169-snap.20-T1;snap},{GeneMark_model.7578_t;GeneMark},{GlimmerHMM_glimmerT_7664-T1;GlimmerHMM}
58584	58664	INTRON			{snap_scaffold_169-snap.20-T1;snap},{GeneMark_model.7578_t;GeneMark},{Augustus_model.g6473.t1;Augustus},{GlimmerHMM_glimmerT_7664-T1;GlimmerHMM}
58665	58850	internal+	1	3	{snap_scaffold_169-snap.20-T1;snap},{GeneMark_model.7578_t;GeneMark},{Augustus_model.g6473.t1;Augustus},{GlimmerHMM_glimmerT_7664-T1;GlimmerHMM}
58851	58946	INTRON			{snap_scaffold_169-snap.20-T1;snap},{GeneMark_model.7578_t;GeneMark},{Augustus_model.g6473.t1;Augustus},{GlimmerHMM_glimmerT_7664-T1;GlimmerHMM}
58947	59474	internal+	1	3	{snap_scaffold_169-snap.20-T1;snap},{GeneMark_model.7578_t;GeneMark},{Augustus_model.g6473.t1;Augustus},{GlimmerHMM_glimmerT_7664-T1;GlimmerHMM}
59475	59541	INTRON			{snap_scaffold_169-snap.20-T1;snap},{GeneMark_model.7578_t;GeneMark},{Augustus_model.g6473.t1;Augustus},{GlimmerHMM_glimmerT_7664-T1;GlimmerHMM}
59542	59727	terminal+	1	3	{snap_scaffold_169-snap.20-T1;snap},{GeneMark_model.7578_t;GeneMark},{Augustus_model.g6473.t1;Augustus},{GlimmerHMM_glimmerT_7664-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 677.25 60350-66433 orient(-) score(1828584.00) noncoding_equivalent(2700.00) raw_noncoding(2700.00) offset(0.00) 
66433	60350	single-	4	6	{Augustus_model.g6474.t1;Augustus},{GeneMark_model.7579_t;GeneMark},{GlimmerHMM_glimmerT_7665-T1;GlimmerHMM}

