# BUSCO version is: 5.5.0 
# The lineage dataset is: hypocreales_odb10 (Creation date: 2020-08-05, number of genomes: 50, number of BUSCOs: 4494)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
539at5125	Complete	FUN_008722-T1	2669.2	1566	https://www.orthodb.org/v10?query=539at5125	U3 small nucleolar RNA-associated protein
542at5125	Complete	FUN_002100-T1	2351.6	1649	https://www.orthodb.org/v10?query=542at5125	Separin
569at5125	Complete	FUN_007442-T1	3032.5	1533	https://www.orthodb.org/v10?query=569at5125	DNA-directed RNA polymerase subunit
581at5125	Complete	FUN_003260-T1	2462.8	1408	https://www.orthodb.org/v10?query=581at5125	Sister chromatid cohesion protein
616at5125	Complete	FUN_010639-T1	2638.0	1575	https://www.orthodb.org/v10?query=616at5125	Nucleoporin
637at5125	Complete	FUN_003258-T1	1982.0	1326	https://www.orthodb.org/v10?query=637at5125	Winged helix-like DNA-binding domain superfamily
655at5125	Complete	FUN_003484-T1	2458.3	1486	https://www.orthodb.org/v10?query=655at5125	cellular morphogenesis regulator DopA
658at5125	Complete	FUN_000592-T1	2212.8	1305	https://www.orthodb.org/v10?query=658at5125	tuberin
664at5125	Complete	FUN_010290-T1	2425.9	1225	https://www.orthodb.org/v10?query=664at5125	DNA-directed RNA polymerase subunit
672at5125	Complete	FUN_005013-T1	2584.9	1331	https://www.orthodb.org/v10?query=672at5125	Glycogen debranching enzyme
677at5125	Complete	FUN_002312-T1	2828.8	1401	https://www.orthodb.org/v10?query=677at5125	Myosin head, motor domain protein
694at5125	Complete	FUN_006039-T1	2073.7	1255	https://www.orthodb.org/v10?query=694at5125	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
707at5125	Complete	FUN_008121-T1	2429.8	1793	https://www.orthodb.org/v10?query=707at5125	THO complex, subunitTHOC2, C-terminal
720at5125	Complete	FUN_002137-T1	1854.9	1391	https://www.orthodb.org/v10?query=720at5125	myosin class II heavy chain
726at5125	Complete	FUN_006636-T1	2213.1	1248	https://www.orthodb.org/v10?query=726at5125	Zinc finger, PHD-type
729at5125	Complete	FUN_007335-T1	2444.8	1553	https://www.orthodb.org/v10?query=729at5125	Autophagy-related protein 2
740at5125	Complete	FUN_000006-T1	2124.0	1200	https://www.orthodb.org/v10?query=740at5125	ABC transporter, transmembrane domain, type 1
742at5125	Complete	FUN_006587-T1	816.7	783	https://www.orthodb.org/v10?query=742at5125	HDA1 complex subunit
746at5125	Complete	FUN_000362-T1	2587.1	1299	https://www.orthodb.org/v10?query=746at5125	Sulfite reductase beta subunit
776at5125	Complete	FUN_005965-T1	2439.4	1630	https://www.orthodb.org/v10?query=776at5125	ankyrin repeat containing protein
782at5125	Complete	FUN_005565-T1	2563.7	1322	https://www.orthodb.org/v10?query=782at5125	Multidrug resistance-associated protein 1
789at5125	Complete	FUN_003943-T1	2106.6	1362	https://www.orthodb.org/v10?query=789at5125	endosomal peripheral membrane protein
794at5125	Complete	FUN_005441-T1	2378.9	1526	https://www.orthodb.org/v10?query=794at5125	Histone transcription regulator 3
799at5125	Complete	FUN_000725-T1	2312.7	1566	https://www.orthodb.org/v10?query=799at5125	chromosome segregation ATPase family protein
818at5125	Complete	FUN_004930-T1	1877.5	1229	https://www.orthodb.org/v10?query=818at5125	HEAT repeat protein
824at5125	Complete	FUN_001856-T1	1926.4	1231	https://www.orthodb.org/v10?query=824at5125	Ankyrin repeat-containing domain
854at5125	Complete	FUN_007830-T1	2456.3	1407	https://www.orthodb.org/v10?query=854at5125	DNA-directed RNA polymerase subunit
868at5125	Complete	FUN_010878-T1	2515.6	1376	https://www.orthodb.org/v10?query=868at5125	ABC transporter type 1, transmembrane domain
874at5125	Complete	FUN_000178-T1	2561.9	1282	https://www.orthodb.org/v10?query=874at5125	ATP-binding cassette transporter, PDR-like subfamily G, domain 1
879at5125	Complete	FUN_008618-T1	2384.7	1418	https://www.orthodb.org/v10?query=879at5125	related to NUO-14 NADH2 dehydrogenase (ubiquinone) 14K chain
923at5125	Complete	FUN_004772-T1	1790.8	1204	https://www.orthodb.org/v10?query=923at5125	related to SRB8-DNA-directed RNA polymerase II holoenzyme and Srb10 CDK subcomplex subunit
925at5125	Complete	FUN_000303-T1	2284.4	1289	https://www.orthodb.org/v10?query=925at5125	Sec7 domain
928at5125	Complete	FUN_005671-T1	2296.7	1236	https://www.orthodb.org/v10?query=928at5125	phosphoinositide 3-kinase regulatory subunit 4
940at5125	Complete	FUN_006748-T1	2105.1	1259	https://www.orthodb.org/v10?query=940at5125	Sortilin
944at5125	Complete	FUN_002085-T1	2334.9	1421	https://www.orthodb.org/v10?query=944at5125	nuclear pore complex subunit Nup192, putative
949at5125	Complete	FUN_003619-T1	2329.0	1251	https://www.orthodb.org/v10?query=949at5125	Cytokinesis protein sepA
982at5125	Complete	FUN_002627-T1	2329.8	1365	https://www.orthodb.org/v10?query=982at5125	Protein kinase domain
1018at5125	Complete	FUN_000719-T1	2479.9	1485	https://www.orthodb.org/v10?query=1018at5125	S1 domain
1027at5125	Complete	FUN_007104-T1	1548.4	1176	https://www.orthodb.org/v10?query=1027at5125	Leucine-rich repeat
1066at5125	Complete	FUN_003124-T1	2133.6	1244	https://www.orthodb.org/v10?query=1066at5125	Phospholipase
1068at5125	Complete	FUN_000707-T1	2257.0	1228	https://www.orthodb.org/v10?query=1068at5125	DNA helicase INO80
1071at5125	Complete	FUN_006791-T1	2484.6	1286	https://www.orthodb.org/v10?query=1071at5125	Phospholipid-transporting ATPase
1079at5125	Complete	FUN_006442-T1	2061.2	1124	https://www.orthodb.org/v10?query=1079at5125	Phosphoribosylformylglycinamidine synthase
1083at5125	Complete	FUN_005162-T1	2467.5	1314	https://www.orthodb.org/v10?query=1083at5125	thyroid hormone receptor interactor 12
1101at5125	Complete	FUN_006326-T1	2762.8	1436	https://www.orthodb.org/v10?query=1101at5125	golgi complex component
1103at5125	Complete	FUN_006662-T1	2470.9	1422	https://www.orthodb.org/v10?query=1103at5125	Ras GTPase activating protein
1128at5125	Complete	FUN_010438-T1	1806.4	1204	https://www.orthodb.org/v10?query=1128at5125	Putative glyoxal oxidase
1130at5125	Complete	FUN_004320-T1	2252.8	1224	https://www.orthodb.org/v10?query=1130at5125	DNA polymerase
1147at5125	Complete	FUN_006883-T1	1895.4	1187	https://www.orthodb.org/v10?query=1147at5125	C7YV14_NECH7
1179at5125	Complete	FUN_002520-T1	2182.0	1408	https://www.orthodb.org/v10?query=1179at5125	kinesin
1181at5125	Complete	FUN_009372-T1	2380.4	1228	https://www.orthodb.org/v10?query=1181at5125	Chromo domain-containing protein 1
1182at5125	Complete	FUN_003212-T1	2031.5	1392	https://www.orthodb.org/v10?query=1182at5125	WD40/YVTN repeat-like-containing domain superfamily
1187at5125	Complete	FUN_006110-T1	2368.9	1121	https://www.orthodb.org/v10?query=1187at5125	WD40-repeat-containing domain
1198at5125	Complete	FUN_010422-T1	1840.1	1276	https://www.orthodb.org/v10?query=1198at5125	Rho guanyl nucleotide exchange factor
1210at5125	Complete	FUN_009284-T1	1941.6	1134	https://www.orthodb.org/v10?query=1210at5125	WD40-repeat-containing domain
1220at5125	Complete	FUN_010728-T1	2392.9	1241	https://www.orthodb.org/v10?query=1220at5125	Transcription elongation factor Spt6
1224at5125	Complete	FUN_007077-T1	2228.7	1191	https://www.orthodb.org/v10?query=1224at5125	Tricalbin
1225at5125	Complete	FUN_003532-T1	2321.9	1244	https://www.orthodb.org/v10?query=1225at5125	Transcription initiation factor TFIID subunit 2
1240at5125	Complete	FUN_001473-T1	1372.4	1109	https://www.orthodb.org/v10?query=1240at5125	dim2-associated protein 1, variant 1
1255at5125	Complete	FUN_004920-T1	2318.7	1363	https://www.orthodb.org/v10?query=1255at5125	transcription factor SipA3
1275at5125	Complete	FUN_001777-T1	2287.0	1152	https://www.orthodb.org/v10?query=1275at5125	5-oxoprolinase
1276at5125	Complete	FUN_006564-T1	2212.1	1166	https://www.orthodb.org/v10?query=1276at5125	Lysophospholipase NTE1
1281at5125	Complete	FUN_005468-T1	2171.1	1115	https://www.orthodb.org/v10?query=1281at5125	Cation-transporting ATPase
1284at5125	Complete	FUN_000607-T1	1855.7	1065	https://www.orthodb.org/v10?query=1284at5125	DNA replication factor Dna2
1287at5125	Complete	FUN_008734-T1	1508.7	906	https://www.orthodb.org/v10?query=1287at5125	PhoD-like superfamily
1299at5125	Complete	FUN_003286-T1	2170.8	1237	https://www.orthodb.org/v10?query=1299at5125	related to pre-mRNA 3`-end processing factor CF II
1305at5125	Complete	FUN_000421-T1	2020.8	1120	https://www.orthodb.org/v10?query=1305at5125	Putative ABC transporter ATP-binding protein/permease
1307at5125	Complete	FUN_004123-T1	2188.8	1089	https://www.orthodb.org/v10?query=1307at5125	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
1318at5125	Complete	FUN_008108-T1	2213.9	1168	https://www.orthodb.org/v10?query=1318at5125	Non-repetitive nucleoporin
1331at5125	Complete	FUN_002924-T1	1531.8	1250	https://www.orthodb.org/v10?query=1331at5125	Proteinrelated to glucan 1, 4-alpha-glucosidase
1341at5125	Complete	FUN_000703-T1	1931.3	1208	https://www.orthodb.org/v10?query=1341at5125	Hypercellular protein HypA
1361at5125	Complete	FUN_001168-T1	2221.2	1048	https://www.orthodb.org/v10?query=1361at5125	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
1365at5125	Complete	FUN_006368-T1	2182.1	1246	https://www.orthodb.org/v10?query=1365at5125	Tetratricopeptide-like helical
1370at5125	Complete	FUN_003010-T1	1748.0	1158	https://www.orthodb.org/v10?query=1370at5125	TMEM1 family protein
1377at5125	Fragmented	FUN_002298-T1	981.9	592	https://www.orthodb.org/v10?query=1377at5125	Related to UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase
1393at5125	Complete	FUN_010252-T1	2306.2	1236	https://www.orthodb.org/v10?query=1393at5125	P-type ATPase
1400at5125	Complete	FUN_002243-T1	1955.1	1333	https://www.orthodb.org/v10?query=1400at5125	Pleckstrin homology domain
1410at5125	Complete	FUN_004494-T1	2310.1	1148	https://www.orthodb.org/v10?query=1410at5125	P-type ATPase
1428at5125	Complete	FUN_003497-T1	2194.8	1179	https://www.orthodb.org/v10?query=1428at5125	Mammalian uncoordinated homology 13, domain 2
1438at5125	Complete	FUN_009034-T1	1858.7	1129	https://www.orthodb.org/v10?query=1438at5125	Nuclear pore complex subunit Nup133
1440at5125	Complete	FUN_001064-T1	2002.7	1100	https://www.orthodb.org/v10?query=1440at5125	nonribosomal peptide synthetase 10
1447at5125	Complete	FUN_005330-T1	2136.9	1089	https://www.orthodb.org/v10?query=1447at5125	MAP kinase kinase kinase
1452at5125	Complete	FUN_005822-T1	2304.3	1348	https://www.orthodb.org/v10?query=1452at5125	DNA topoisomerase 2
1462at5125	Fragmented	FUN_002241-T1	1749.7	862	https://www.orthodb.org/v10?query=1462at5125	DNA polymerase
1473at5125	Complete	FUN_002029-T1	1420.4	1097	https://www.orthodb.org/v10?query=1473at5125	Ras guanine nucleotide exchange factor domain superfamily
1484at5125	Complete	FUN_003007-T1	2630.1	1592	https://www.orthodb.org/v10?query=1484at5125	Helicase SWR1
1485at5125	Complete	FUN_004137-T1	1950.8	1239	https://www.orthodb.org/v10?query=1485at5125	Zinc finger, RING/FYVE/PHD-type
1502at5125	Complete	FUN_002653-T1	1917.4	1084	https://www.orthodb.org/v10?query=1502at5125	VPS9 domain protein
1508at5125	Complete	FUN_003533-T1	1892.4	992	https://www.orthodb.org/v10?query=1508at5125	Histone deacetylase interacting
1510at5125	Complete	FUN_004316-T1	2279.4	1206	https://www.orthodb.org/v10?query=1510at5125	Pre-mRNA-splicing factor
1511at5125	Complete	FUN_009437-T1	1714.0	1208	https://www.orthodb.org/v10?query=1511at5125	Mediator of RNA polymerase II transcription subunit 13
1515at5125	Complete	FUN_000856-T1	1734.3	1060	https://www.orthodb.org/v10?query=1515at5125	UDP-glucose
1528at5125	Complete	FUN_006612-T1	2214.7	1216	https://www.orthodb.org/v10?query=1528at5125	Armadillo-type fold protein
1531at5125	Complete	FUN_009631-T1	2050.7	1118	https://www.orthodb.org/v10?query=1531at5125	cytosolic regulator Pianissimo
1565at5125	Complete	FUN_010731-T1	1945.2	948	https://www.orthodb.org/v10?query=1565at5125	Chitin synthase 4
1566at5125	Complete	FUN_005070-T1	1974.7	1081	https://www.orthodb.org/v10?query=1566at5125	Nucleoporin Pom152
1580at5125	Complete	FUN_000556-T1	2002.0	1084	https://www.orthodb.org/v10?query=1580at5125	DEAD/DEAH box helicase
1597at5125	Complete	FUN_001515-T1	1915.4	1110	https://www.orthodb.org/v10?query=1597at5125	P-type ATPase
1605at5125	Complete	FUN_002694-T1	2243.4	1220	https://www.orthodb.org/v10?query=1605at5125	related to DNA/RNA helicase (DEAD/H box family II)
1612at5125	Complete	FUN_009773-T1	2348.6	1319	https://www.orthodb.org/v10?query=1612at5125	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
1613at5125	Complete	FUN_006236-T1	1492.9	1000	https://www.orthodb.org/v10?query=1613at5125	L-aminoadipate-semialdehyde dehydrogenase
1619at5125	Complete	FUN_010093-T1	2106.1	999	https://www.orthodb.org/v10?query=1619at5125	Splicing factor 3B subunit 1
1620at5125	Complete	FUN_005363-T1	2026.5	993	https://www.orthodb.org/v10?query=1620at5125	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
1630at5125	Complete	FUN_004547-T1	2068.9	1307	https://www.orthodb.org/v10?query=1630at5125	Rho guanyl nucleotide exchange factor
1635at5125	Complete	FUN_000855-T1	2164.0	1046	https://www.orthodb.org/v10?query=1635at5125	Coatomer subunit alpha
1644at5125	Complete	FUN_007521-T1	2342.7	1162	https://www.orthodb.org/v10?query=1644at5125	Probable component of SWI/SNF global transcription activator complex
1676at5125	Fragmented	FUN_000505-T1	806.5	533	https://www.orthodb.org/v10?query=1676at5125	thermotolerance protein
1679at5125	Complete	FUN_006990-T1	2340.3	1071	https://www.orthodb.org/v10?query=1679at5125	two-component osmosensing histidine kinase (Bos1)
1721at5125	Complete	FUN_010417-T1	513.5	456	https://www.orthodb.org/v10?query=1721at5125	Zinc finger protein
1729at5125	Complete	FUN_005171-T1	2145.7	1103	https://www.orthodb.org/v10?query=1729at5125	patched sphingolipid transporter
1752at5125	Complete	FUN_005975-T1	1968.5	1135	https://www.orthodb.org/v10?query=1752at5125	DNA-directed RNA polymerase
1758at5125	Complete	FUN_000989-T1	1970.6	1095	https://www.orthodb.org/v10?query=1758at5125	K Homology domain, type 1
1767at5125	Complete	FUN_003461-T1	2091.7	1005	https://www.orthodb.org/v10?query=1767at5125	Pyruvate carboxylase
1768at5125	Complete	FUN_003365-T1	423.0	470	https://www.orthodb.org/v10?query=1768at5125	Mitochondrial inner-membrane-bound regulator domain-containing protein
1771at5125	Complete	FUN_008996-T1	2056.5	1044	https://www.orthodb.org/v10?query=1771at5125	P-type ATPase
1773at5125	Fragmented	FUN_002973-T1	1322.1	814	https://www.orthodb.org/v10?query=1773at5125	Dbl homology (DH) domain
1774at5125	Complete	FUN_008994-T1	1470.3	1349	https://www.orthodb.org/v10?query=1774at5125	COPII coat assembly protein sec16
1779at5125	Complete	FUN_000832-T1	1817.4	980	https://www.orthodb.org/v10?query=1779at5125	Sterol 3-beta-glucosyltransferase
1801at5125	Complete	FUN_002187-T1	2036.7	1121	https://www.orthodb.org/v10?query=1801at5125	Peroxisomal biogenesis factor 6
1804at5125	Complete	FUN_009254-T1	1873.0	981	https://www.orthodb.org/v10?query=1804at5125	Ubiquitin carboxyl-terminal hydrolase 7, ICP0-binding domain
1824at5125	Complete	FUN_009374-T1	1720.6	987	https://www.orthodb.org/v10?query=1824at5125	Peroxisome biogenesis factor 1
1827at5125	Complete	FUN_006201-T1	1818.7	946	https://www.orthodb.org/v10?query=1827at5125	Cell division control protein 15, cdc15
1828at5125	Complete	FUN_002315-T1	2015.5	1089	https://www.orthodb.org/v10?query=1828at5125	Cation-transporting ATPase
1830at5125	Complete	FUN_000363-T1	1654.2	800	https://www.orthodb.org/v10?query=1830at5125	class 2 chitin synthase
1842at5125	Complete	FUN_001481-T1	1628.4	989	https://www.orthodb.org/v10?query=1842at5125	Zinc finger, RING-type
1848at5125	Complete	FUN_000826-T1	2051.9	1005	https://www.orthodb.org/v10?query=1848at5125	Condensin complex subunit 1
1849at5125	Complete	FUN_003600-T1	2141.4	1086	https://www.orthodb.org/v10?query=1849at5125	ATP-dependent RNA helicase Ski2, C-terminal
1867at5125	Complete	FUN_009412-T1	2162.4	1129	https://www.orthodb.org/v10?query=1867at5125	ABC transporter type 1, transmembrane domain
1890at5125	Complete	FUN_002114-T1	1707.8	830	https://www.orthodb.org/v10?query=1890at5125	Winged helix-like DNA-binding domain superfamily
1903at5125	Complete	FUN_004683-T1	1516.1	996	https://www.orthodb.org/v10?query=1903at5125	glutathione transferase omega-1
1907at5125	Complete	FUN_003926-T1	1850.1	943	https://www.orthodb.org/v10?query=1907at5125	Carbamoyl-phosphate synthase arginine-specific large chain
1938at5125	Complete	FUN_006718-T1	1565.8	1048	https://www.orthodb.org/v10?query=1938at5125	ATP-dependent DNA helicase
1950at5125	Complete	FUN_010344-T1	2004.5	1101	https://www.orthodb.org/v10?query=1950at5125	Armadillo-type fold protein
1954at5125	Complete	FUN_007875-T1	1892.9	1234	https://www.orthodb.org/v10?query=1954at5125	ATPase, AAA-type, conserved site
1977at5125	Complete	FUN_005190-T1	1863.2	1036	https://www.orthodb.org/v10?query=1977at5125	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
1991at5125	Complete	FUN_006280-T1	2083.3	1020	https://www.orthodb.org/v10?query=1991at5125	myosin-5
1992at5125	Complete	FUN_003802-T1	1849.2	1052	https://www.orthodb.org/v10?query=1992at5125	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
2009at5125	Complete	FUN_001991-T1	1232.7	754	https://www.orthodb.org/v10?query=2009at5125	Ras GTPase-activating domain
2010at5125	Complete	FUN_005194-T1	1703.7	859	https://www.orthodb.org/v10?query=2010at5125	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
2017at5125	Complete	FUN_007506-T1	1773.2	1203	https://www.orthodb.org/v10?query=2017at5125	Kelch repeat type 1
2023at5125	Complete	FUN_007226-T1	1129.5	813	https://www.orthodb.org/v10?query=2023at5125	actin filament binding
2038at5125	Complete	FUN_007798-T1	1847.1	1057	https://www.orthodb.org/v10?query=2038at5125	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
2039at5125	Complete	FUN_004817-T1	1929.9	931	https://www.orthodb.org/v10?query=2039at5125	Isoleucyl-tRNA synthetase
2052at5125	Complete	FUN_004187-T1	1914.3	952	https://www.orthodb.org/v10?query=2052at5125	Alpha-mannosidase
2072at5125	Complete	FUN_006366-T1	2039.5	1343	https://www.orthodb.org/v10?query=2072at5125	mitogen activated protein kinase kinase kinase 3, mapkkk3, mekk3
2074at5125	Complete	FUN_000600-T1	1936.7	934	https://www.orthodb.org/v10?query=2074at5125	DNA polymerase
2076at5125	Complete	FUN_001900-T1	1909.9	1200	https://www.orthodb.org/v10?query=2076at5125	Autophagy-related protein 11
2083at5125	Complete	FUN_010698-T1	1249.1	1073	https://www.orthodb.org/v10?query=2083at5125	chromatin-remodeling complex ATPase chain isw-1
2097at5125	Complete	FUN_006297-T1	1922.1	1023	https://www.orthodb.org/v10?query=2097at5125	C2 domain protein
2117at5125	Complete	FUN_001318-T1	1310.2	1039	https://www.orthodb.org/v10?query=2117at5125	Dicer dimerisation domain
2135at5125	Complete	FUN_007698-T1	1906.3	989	https://www.orthodb.org/v10?query=2135at5125	leucyl-tRNA synthetase
2136at5125	Complete	FUN_004470-T1	2058.9	1173	https://www.orthodb.org/v10?query=2136at5125	Probable RAD50 homolog uvs-6
2137at5125	Complete	FUN_008415-T1	1349.3	994	https://www.orthodb.org/v10?query=2137at5125	cellular morphogenesis protein
2140at5125	Complete	FUN_004102-T1	1106.4	952	https://www.orthodb.org/v10?query=2140at5125	Dicer dimerisation domain
2149at5125	Complete	FUN_003142-T1	1741.8	902	https://www.orthodb.org/v10?query=2149at5125	regulator-nonsense transcripts 1
2150at5125	Complete	FUN_009904-T1	1767.7	981	https://www.orthodb.org/v10?query=2150at5125	Endonuclease/Exonuclease/phosphatase
2163at5125	Complete	FUN_008052-T1	1195.3	813	https://www.orthodb.org/v10?query=2163at5125	Malate transporter, aliminium toerance
2180at5125	Complete	FUN_005197-T1	2178.9	1965	https://www.orthodb.org/v10?query=2180at5125	nucleoporin SONB
2185at5125	Complete	FUN_006460-T1	1529.9	888	https://www.orthodb.org/v10?query=2185at5125	Zinc finger, PHD-type
2195at5125	Complete	FUN_008607-T1	1762.5	1002	https://www.orthodb.org/v10?query=2195at5125	DNA repair protein RAD51
2196at5125	Complete	FUN_006304-T1	1964.2	1095	https://www.orthodb.org/v10?query=2196at5125	Elongator complex protein 1
2198at5125	Fragmented	FUN_003458-T1	975.6	548	https://www.orthodb.org/v10?query=2198at5125	Galactose oxidase, beta-propeller
2203at5125	Complete	FUN_005991-T1	1907.6	1001	https://www.orthodb.org/v10?query=2203at5125	ATP-dependent RNA helicase DHX8
2217at5125	Complete	FUN_000406-T1	2168.4	1151	https://www.orthodb.org/v10?query=2217at5125	Structural maintenance of chromosomes protein
2219at5125	Complete	FUN_003279-T1	1218.7	839	https://www.orthodb.org/v10?query=2219at5125	WD40-repeat-containing domain
